features,SVM_acc,SVM_pre,SVM_rec,SVM_f1,SVM_acc_cv,SVM_acc_cv_std
"(0, 1, 2, 3)",0.7383333333333333,0.7346521537219967,0.7383333333333333,0.7356435017375184,0.7227837555641872,0.009523781264268501
"(0, 1, 2, 4)",0.725,0.7210491826505853,0.725,0.7217467244163572,0.7241459829199612,0.010924237812999164
"(0, 1, 2, 5)",0.7333333333333333,0.7286592237119125,0.7333333333333333,0.7293926226595098,0.7215382483685072,0.01329209131578862
"(0, 1, 2, 6)",0.73,0.7255476917803385,0.73,0.7268913997470772,0.7215968867052365,0.011317249879484587
"(0, 1, 2, 7)",0.74,0.7352660577110354,0.74,0.7359174198865482,0.7249825057941749,0.00980554495804958
"(0, 1, 2, 8)",0.7316666666666667,0.7271312427409988,0.7316666666666667,0.7279341563786009,0.721324675954004,0.012369732730299942
"(0, 1, 2, 9)",0.7283333333333334,0.7242763688042646,0.7283333333333334,0.7252761180903498,0.7206435793122402,0.011365710943053324
"(0, 1, 2, 10)",0.7416666666666667,0.739066997845833,0.7416666666666667,0.7401901021777842,0.7236203730835309,0.009736284840521305
"(0, 1, 2, 11)",0.7283333333333334,0.7242763688042646,0.7283333333333334,0.7252761180903498,0.7141847117071483,0.030348184140266788
"(0, 1, 3, 4)",0.7366666666666667,0.7333568329558705,0.7366666666666667,0.7342314628970457,0.7239317858476001,0.007970252084741574
"(0, 1, 3, 5)",0.7283333333333334,0.7232845890938723,0.7283333333333334,0.7243841659122707,0.7235425482860525,0.008758183374131851
"(0, 1, 3, 6)",0.7433333333333333,0.7396346391880572,0.7433333333333333,0.74074278575516,0.7224529254052515,0.009066707853771125
"(0, 1, 3, 7)",0.74,0.7358875044368072,0.74,0.7369215860200908,0.7250408336948777,0.008666957359461646
"(0, 1, 3, 8)",0.7383333333333333,0.7342614881766445,0.7383333333333333,0.7352754954851114,0.7212271498262693,0.009810457389651497
"(0, 1, 3, 9)",0.74,0.7362563543936093,0.74,0.7371763137852247,0.7203320756888462,0.009618714739062536
"(0, 1, 3, 10)",0.735,0.7319509521027989,0.735,0.7331671044156726,0.7240484757212526,0.00860973896038888
"(0, 1, 3, 11)",0.75,0.7467265215318607,0.75,0.7473565303431802,0.7147878624056673,0.02849592565949653
"(0, 1, 4, 5)",0.73,0.7262255435311434,0.73,0.726935732299245,0.7243988368492106,0.009149004506359418
"(0, 1, 4, 6)",0.7216666666666667,0.7186005409538285,0.7216666666666667,0.7194374369514743,0.7219667106577231,0.010494150489520135
"(0, 1, 4, 7)",0.7233333333333334,0.7176452747863297,0.7233333333333334,0.718448429086727,0.7005077976229686,0.0741435457165778
"(0, 1, 4, 8)",0.7266666666666667,0.7224834647462394,0.7266666666666667,0.7234429792185567,0.6941425226940092,0.0625497470632599
"(0, 1, 4, 9)",0.7233333333333334,0.7198292752422665,0.7233333333333334,0.7208249572934795,0.7147863064397303,0.020440334148524444
"(0, 1, 4, 10)",0.7366666666666667,0.7351443452410734,0.7366666666666667,0.7358273216517803,0.7229782626637076,0.009297933489162481
"(0, 1, 4, 11)",0.7316666666666667,0.7280051865820459,0.7316666666666667,0.7287652491723611,0.7153717471415277,0.029582669964772542
"(0, 1, 5, 6)",0.7366666666666667,0.7325717947101951,0.7366666666666667,0.7337010158894187,0.7214995650109827,0.011421421017973311
"(0, 1, 5, 7)",0.7366666666666667,0.7318524288733091,0.7366666666666667,0.7328148836139947,0.7235619618951136,0.00924121244303483
"(0, 1, 5, 8)",0.735,0.7297967528176124,0.735,0.7307241366222599,0.7238345587984762,0.011349205976417524
"(0, 1, 5, 9)",0.7233333333333334,0.7182389383277865,0.7233333333333334,0.7194968763200605,0.7216163381723495,0.009910853608782143
"(0, 1, 5, 10)",0.755,0.7523010172311617,0.755,0.7533824125418646,0.7219080155339158,0.009432569470669176
"(0, 1, 5, 11)",0.7366666666666667,0.7321068796151519,0.7366666666666667,0.7332846219340473,0.6919476680575716,0.08409689076742195
"(0, 1, 6, 7)",0.7383333333333333,0.7339847832588963,0.7383333333333333,0.7352628197179606,0.7225502925291678,0.00945405019423199
"(0, 1, 6, 8)",0.59,0.670117696201761,0.59,0.584042202987073,0.7207020207870991,0.011941633554317866
"(0, 1, 6, 9)",0.7283333333333334,0.723951317553266,0.7283333333333334,0.725354830353979,0.7025856519497274,0.03224224304999236
"(0, 1, 6, 10)",0.7533333333333333,0.751046130535197,0.7533333333333333,0.752043765151804,0.7200597210770161,0.011065461924436101
"(0, 1, 6, 11)",0.7333333333333333,0.7291707346204506,0.7333333333333333,0.7305426064262348,0.713756828646128,0.03172014551043923
"(0, 1, 7, 8)",0.7316666666666667,0.7266376520477625,0.7316666666666667,0.7275982075170716,0.7245740325564104,0.010163387954575692
"(0, 1, 7, 9)",0.735,0.7300685123751744,0.735,0.7309680402986691,0.7227448223435193,0.00909371219396682
"(0, 1, 7, 10)",0.745,0.7424445847151669,0.745,0.7435047028765022,0.7225695925640728,0.008775419797693354
"(0, 1, 7, 11)",0.7383333333333333,0.7341018455490825,0.7383333333333333,0.7350919264588329,0.717395347093978,0.03113853396165318
"(0, 1, 8, 9)",0.5483333333333333,0.5936408056685191,0.5483333333333333,0.5110986231952328,0.7196707825940792,0.01245154035276394
"(0, 1, 8, 10)",0.575,0.6762508122157245,0.575,0.5527919514791936,0.722102745995943,0.010884389408998028
"(0, 1, 8, 11)",0.7316666666666667,0.7269305574157352,0.7316666666666667,0.7283331492348356,0.7128812438338697,0.031917199089033906
"(0, 1, 9, 10)",0.76,0.7576890064491134,0.76,0.7586198559226897,0.7042782400245926,0.04979306550907989
"(0, 1, 9, 11)",0.735,0.7345402893080498,0.735,0.7343287951983605,0.7118111254214549,0.0322389088784747
"(0, 1, 10, 11)",0.7516666666666667,0.7491260594414899,0.7516666666666667,0.7501264126273671,0.7153521177415704,0.02948847002473243
"(0, 2, 3, 4)",0.7066666666666667,0.7044041502510214,0.7066666666666667,0.7048193212347414,0.7002514948251829,0.007843612646074385
"(0, 2, 3, 5)",0.7066666666666667,0.703405458821925,0.7066666666666667,0.704228751844655,0.7000372220367177,0.007109056501928376
"(0, 2, 3, 6)",0.715,0.7128589854958013,0.715,0.7136328093178552,0.7009130415688982,0.008747490220530391
"(0, 2, 3, 7)",0.7083333333333334,0.7039177784356042,0.7083333333333334,0.7048816959829196,0.6994729894156457,0.006859676801719136
"(0, 2, 3, 8)",0.7183333333333334,0.7152055879556044,0.7183333333333334,0.7158447821305803,0.6996871940596173,0.008234757392727535
"(0, 2, 3, 9)",0.7116666666666667,0.7079962063472177,0.7116666666666667,0.7089584649121696,0.687936138009257,0.0363083122680884
"(0, 2, 3, 10)",0.7116666666666667,0.7089332930422302,0.7116666666666667,0.7095323219231403,0.7012826156582417,0.008283652137566464
"(0, 2, 3, 11)",0.7266666666666667,0.7253177388149695,0.7266666666666667,0.7252449042740835,0.6952910110598514,0.02885326424277448
"(0, 2, 4, 5)",0.6983333333333334,0.6952196121920893,0.6983333333333334,0.6959438696694139,0.7022360176963678,0.0070500344673043586
"(0, 2, 4, 6)",0.7116666666666667,0.7109358286069494,0.7116666666666667,0.711118766385019,0.7012828125201122,0.009853380387750537
"(0, 2, 4, 7)",0.7,0.6965479820559262,0.7,0.6974771190346231,0.7019637312290314,0.0070263518794558884
"(0, 2, 4, 8)",0.6983333333333334,0.6950978833976639,0.6983333333333334,0.6957843530298571,0.6997846596144688,0.00964747913702714
"(0, 2, 4, 9)",0.7033333333333334,0.7009175141720758,0.7033333333333334,0.7014123663475236,0.7013217533123903,0.008491735590979335
"(0, 2, 4, 10)",0.6483333333333333,0.7214294477452372,0.6483333333333333,0.6546035173757209,0.6920201435123035,0.03355394578328576
"(0, 2, 4, 11)",0.715,0.7130823698203513,0.715,0.7131976444087752,0.6946489877135478,0.029350528980061828
"(0, 2, 5, 6)",0.705,0.7024827152734129,0.705,0.7031528712251603,0.6896278439915108,0.02119565989028935
"(0, 2, 5, 7)",0.695,0.6906880226429344,0.695,0.6920052393858799,0.7005236677183634,0.006730157493609218
"(0, 2, 5, 8)",0.705,0.7012065961036194,0.705,0.7019970490910555,0.686104531381675,0.05048819431360549
"(0, 2, 5, 9)",0.7016666666666667,0.6988280328376673,0.7016666666666667,0.6995320097305614,0.6973130361173387,0.00775530696025222
"(0, 2, 5, 10)",0.6216666666666667,0.6098402730184483,0.6216666666666667,0.6126079546608967,0.6975077022206776,0.007557237517410496
"(0, 2, 5, 11)",0.7266666666666667,0.725403585888745,0.7266666666666667,0.7255792273127778,0.6939873614679233,0.029228206487546544
"(0, 2, 6, 7)",0.7166666666666667,0.7151349580696365,0.7166666666666667,0.7155998737251139,0.6991227380760386,0.007869876613779185
"(0, 2, 6, 8)",0.72,0.7185630341880342,0.72,0.719107643057223,0.6846676290183483,0.045433069182392
"(0, 2, 6, 9)",0.555,0.5231821551317474,0.555,0.5086976466905915,0.6956202852528502,0.009234494640443154
"(0, 2, 6, 10)",0.7133333333333334,0.7141193761117618,0.7133333333333334,0.7135789351717261,0.6846656111841771,0.028249447304088578
"(0, 2, 6, 11)",0.7183333333333334,0.7170957065867611,0.7183333333333334,0.7171988481073793,0.6921390177955559,0.030883911855348875
"(0, 2, 7, 8)",0.7133333333333334,0.7091321713870733,0.7133333333333334,0.7103297323659492,0.6993952138336351,0.006967426249478807
"(0, 2, 7, 9)",0.585,0.5617095850171389,0.585,0.5385710833340109,0.672699714474572,0.05426677736327983
"(0, 2, 7, 10)",0.71,0.70730954554422,0.71,0.7083255251693924,0.695250945883429,0.013596529168162876
"(0, 2, 7, 11)",0.715,0.7136760149711429,0.715,0.7138931252053053,0.6937538416458258,0.029976310552510724
"(0, 2, 8, 9)",0.7133333333333334,0.7075420125839795,0.7133333333333334,0.7088574602004833,0.6720781117615124,0.04682294077042999
"(0, 2, 8, 10)",0.72,0.7176653705021998,0.72,0.718471784435534,0.6956593888347519,0.010127959534824215
"(0, 2, 8, 11)",0.7183333333333334,0.7168315828050559,0.7183333333333334,0.7169118492027223,0.6922752878536983,0.03265012023157089
"(0, 2, 9, 10)",0.7083333333333334,0.7030391603504811,0.7083333333333334,0.7048588776338333,0.6679493769700384,0.06104768531819068
"(0, 2, 9, 11)",0.7116666666666667,0.710412585671538,0.7116666666666667,0.7103183457151278,0.6913606941046684,0.031823553430554805
"(0, 2, 10, 11)",0.735,0.7347807930929758,0.735,0.7347465655692285,0.6792957834458853,0.04456526717178629
"(0, 3, 4, 5)",0.7116666666666667,0.7109782333808538,0.7116666666666667,0.7110044266937763,0.7007962002630377,0.007334605242496479
"(0, 3, 4, 6)",0.7183333333333334,0.7167560540715624,0.7183333333333334,0.7171845971698324,0.7008546606669226,0.008321703614237431
"(0, 3, 4, 7)",0.7166666666666667,0.7141867741810605,0.7166666666666667,0.7146029882047472,0.7006016553054654,0.00723592071149882
"(0, 3, 4, 8)",0.7166666666666667,0.7139914977988372,0.7166666666666667,0.7144613258515159,0.7003877724549357,0.009413876154901812
"(0, 3, 4, 9)",0.7166666666666667,0.7144472277905924,0.7166666666666667,0.7148238176376193,0.6999207555255719,0.008821016862533178
"(0, 3, 4, 10)",0.7183333333333334,0.7162386004094546,0.7183333333333334,0.7166358495305863,0.7020610264226488,0.008378886472152486
"(0, 3, 4, 11)",0.73,0.7288390679590191,0.73,0.72889097744949,0.6960111355674126,0.030500619605251723
"(0, 3, 5, 6)",0.7116666666666667,0.7107256948700088,0.7116666666666667,0.7109191631384427,0.6804029724628101,0.06538738526483377
"(0, 3, 5, 7)",0.7083333333333334,0.7044329085839972,0.7083333333333334,0.7051615056582843,0.7002901630394867,0.006993442571512772
"(0, 3, 5, 8)",0.7083333333333334,0.7047271682892462,0.7083333333333334,0.7054185744333726,0.7018858950741375,0.007769753204520179
"(0, 3, 5, 9)",0.71,0.706530513338937,0.71,0.7072551631848654,0.700231914640693,0.008641690381228301
"(0, 3, 5, 10)",0.7083333333333334,0.7053337592547282,0.7083333333333334,0.7061151119823792,0.7014966537267845,0.008038070627942713
"(0, 3, 5, 11)",0.7333333333333333,0.7317806004558912,0.7333333333333333,0.7318617717772898,0.6942598145106885,0.02907148616388871
"(0, 3, 6, 7)",0.7133333333333334,0.7125345719095719,0.7133333333333334,0.7127063473998497,0.698714223194417,0.008070195888870658
"(0, 3, 6, 8)",0.7133333333333334,0.7116499582289055,0.7133333333333334,0.7122253491765687,0.6998818071616835,0.009238334210659147
"(0, 3, 6, 9)",0.7166666666666667,0.7161001615865149,0.7166666666666667,0.7161155035475736,0.6844718688173069,0.027911961036195938
"(0, 3, 6, 10)",0.7083333333333334,0.7072969924884269,0.7083333333333334,0.7075390914243737,0.69818915472813,0.011031305797591434
"(0, 3, 6, 11)",0.7366666666666667,0.7371296116190106,0.7366666666666667,0.736574507581358,0.692819989505748,0.03103361890234366
"(0, 3, 7, 8)",0.71,0.7050904860235488,0.71,0.7059756993262749,0.6998232483268634,0.007369745682655891
"(0, 3, 7, 9)",0.7066666666666667,0.7028649708963225,0.7066666666666667,0.7036595594817455,0.6981886777166748,0.006449257944106279
"(0, 3, 7, 10)",0.71,0.706988724317088,0.71,0.7080598431054895,0.6943163782261685,0.01170913877537738
"(0, 3, 7, 11)",0.7316666666666667,0.731451480936017,0.7316666666666667,0.7313363922748595,0.6932673581061283,0.028339946570924767
"(0, 3, 8, 9)",0.7166666666666667,0.7132783570730821,0.7166666666666667,0.7139461149078482,0.694550030551448,0.011710693193119537
"(0, 3, 8, 10)",0.71,0.7072571121846484,0.71,0.707948717948718,0.6999983531747384,0.006629370542481073
"(0, 3, 8, 11)",0.6583333333333333,0.651486783124415,0.6583333333333333,0.6533029672214021,0.6937733991154844,0.029811070144443716
"(0, 3, 9, 10)",0.7083333333333334,0.7060717333749159,0.7083333333333334,0.706565072354546,0.6999595638146682,0.008714989997107616
"(0, 3, 9, 11)",0.7366666666666667,0.7351088134615236,0.7366666666666667,0.7351876085172243,0.6936761266366982,0.029830237334519144
"(0, 3, 10, 11)",0.7316666666666667,0.7302976105793006,0.7316666666666667,0.7305695814868404,0.670111185312893,0.04950458694698453
